25.95,55.47
25.64,56.14
25.63,55.58
25.56,55.22
25.09,55.04
25.6,54.98
25.88,55.75
25.95,56.2
25.99,56.88
25.61,56.42
25.67,56.46
25.25,56.11
24.74,55.2
24.68,54.7
24.73,54.55
24.63,54.57
24.8,54.61
24.65,54.11
24.68,54
24.74,54.98
25.05,55.39
24.96,55.51
24.31,54.02
24.15,53.9
23.95,53.4
24.57,54.39
24.47,54.69
24.67,55.42
24.56,55.18
24.94,55.53
25.17,56.26
25.44,56.64
25.35,56.75
25.2,56.53
24.95,55.96
25.1,56.23
24.17,56.43
23.99,56.58
24.24,57.45
24.25,57.79
24.54,58.36
24.78,58.48
24.89,58.72
24.78,58.52
24.65,58.71
24.66,58.77
24.59,59.26
24.47,59.38
24.61,60.34
24.63,60.27
24.7,60.72
24.75,60.68
25.11,60.71
25.02,60.49
25.36,60.99
25.05,60.44
25.14,60.71
25.07,60.74
25.12,60.71
25.17,60.91
25.23,60.35
25.36,60.82
25.16,60.19
24.9,60.56
24.69,60.19
24.66,60.18
25.04,60.53
25.12,60.5
25.24,60.56
25.2,60.47
24.89,60.45
25.21,60.33
25.37,60.31
24.98,60.11
24.86,60.19
24.91,59.07
24.71,59.03
24.64,59.31
24.25,58.59
24.48,59.06
24.65,59.47
24.52,59.49
24.66,59.92
24.39,59.68
24.61,59.47
23.99,59.02
24.16,58.9
24.79,60.58
24.59,60.71
24.78,61.06
24.53,60.64
24.47,60.27
24.5,60.89
24.36,60.69
24.36,60.24
23.64,58.25
23.66,58
23.6,57.76
23.22,57.37
22.97,55.85
23.5,57.38
23.58,57.37
23.53,57.25
24.04,58.33
24.2,58.25
23.52,56.48
23.3,56.74
23.65,57.59
23.55,57.44
24.06,58.68
23.89,58.43
23.83,58.69
24.14,59.05
24.24,58.75
24.22,59.28
24.2,58.9
24.28,58.85
24.27,58.19
24.16,57.66
23.96,57.36
23.25,55.86
23.63,56.95
23.28,56.28
23.18,56.03
23.14,56.55
23.15,56.56
23.33,56.66
23.81,57.85
24.25,58.83
24.24,58.37
24.26,58.59
24.39,58.31
24.43,58.43
24.45,58.06
24.22,57.4
24.18,57.04
24.63,59.5
25.02,58.78
25.1,59.02
25.33,59.24
25.41,59.73
25.46,60.38
25.39,59.93
25.44,59.65
25.49,59.67
26.09,60
26.08,60.46
26.16,60.82
26.07,60.28
26.25,60.58
26.42,61.05
26.36,61.16
25.92,60.16
25.76,59.91
25.78,60.26
25.85,60.14
25.96,60.25
25.83,60.23
25.57,59.44
25.58,59.56
25.72,59.58
25.75,59.55
25.62,59.35
25.51,58.95
25.98,58.94
25.7,58.46
25.85,58.99
26.51,60.1
26.54,60.17
26.62,60.73
26.66,60.64
26.75,60.6
26.96,61.22
27.07,61.5
27.05,61.36
26.84,61.11
26.76,61.59
26.8,61.69
26.83,61.24
27.02,61.95
27.08,61.55
27.14,61.74
26.97,60.93
27.32,61.25
27.31,61.47
27.54,61.85
27.39,61.82
27.27,61.53
27.55,62.05
27.44,61.93
27.81,62.76
27.87,63.08
27.7,61.22
27.69,60.89
27.76,60.68
27.78,61.2
27.94,61.5
27.92,61.72
27.94,61.75
27.96,61.59
28.12,60.58
28.5,60.17
28.65,60.37
28.71,60.21
28.43,60.25
28.54,60
28.52,59.52
28.53,60.21
28.58,60.48
28.76,60.71
28.83,60.94
28.87,60.38
29.11,60.52
29.17,60.27
29.11,60.3
29.19,60.48
29.15,60.43
29.27,60.11
29.32,59.87
29.34,59.66
28.93,59.31
29.14,59.22
29.75,59.99
29.98,59.93
29.95,59.92
29.65,59.17
30.11,59.58
29.88,59.18
29.75,59.28
29.64,59.86
30.36,61.24
30.46,60.84
30.27,60.81
30.03,60.4
30.1,60.35
30.22,60.3
30.42,60.39
30.34,60.56
30.43,61.14
29.99,61.2
30.38,60.87
30.66,61.35
30.83,61.55
30.65,61.87
30.73,61.02
30.78,61.28
30.78,61.29
30.54,61.04
30.67,60.91
30.71,60.96
30.74,60.76
30.86,60.96
30.61,61.35
29.97,61.03
29.79,62.13
29.58,62.37
29.53,61.95
29.59,61.63
29.42,61.89
29.58,62.26
29.75,62.43
29.63,62.31
29.79,62.11
29.76,61.49
29.53,61.49
29.46,61.46
29.68,61.75
29.55,61.37
29.55,61.45
29.42,61.17
29.19,60.09
29.49,60.01
29.59,60.7
29.5,60.32
29.36,59.88
29.36,59.57
29.34,59.42
29.5,59.87
29.64,60.11
29.82,59.12
29.83,59.6
29.63,59.1
29.65,60.04
29.75,59.68
30.29,60.37
30.29,59.17
29.92,58.92
29.99,58.72
29.98,58.81
30.18,59.34
30,59.18
30.46,58.98
30.24,59.18
30.77,59.94
30.6,59.61
30.61,59.67
30.8,59.98
30.79,60.78
30.64,60.58
30.63,60.78
30.22,60.3
29.79,59.24
29.12,58.58
29.44,59.31
29.64,59.46
30.05,60.27
30.02,60.12
30.38,60.36
30.58,60.36
30.83,60.15
30.74,60.49
31.06,60.32
31.22,61.16
31.36,60.56
31.77,61.32
31.98,61.2
31.89,61.66
31.97,61.82
31.88,61.98
31.8,61.8
31.86,62.09
31.62,62.59
31.8,62.48
32.29,62.71
32.15,63.1
31.82,63.13
31.71,62.82
32.07,63.3
32.09,63.38
32.02,63.02
31.64,63.66
31.67,63.87
31.86,65.55
31.89,64.77
32.01,65.17
32.09,65.43
31.89,65.65
31.53,64.71
31.62,65.13
31.65,65.65
31.83,65.84
31.82,66
32.29,66.72
32.23,66.34
32.06,66.49
32.14,66.86
32.28,67.01
32.36,67.49
32.28,67.04
31.9,66.79
31.89,66.74
31.63,66.24
31.53,66.21
31.44,66.19
31.58,66.87
31.56,66.57
31.22,65.83
30.98,65.32
30.92,65.24
30.82,65.28
30.91,65.2
31.15,65.83
30.91,65.05
31,65.4
31.24,65.89
30.93,64.86
31.18,65.24
31.24,65.08
31.34,65.33
31.55,65.28
31.61,65.14
30.94,64.38
30.91,64.83
31.05,65.39
31.44,65.93
31.76,66.26
32.04,66.7
32.42,66.47
32.52,66.08
32.63,66.46
32.73,66.79
32.7,66.23
32.42,65.63
32.3,65.36
32.4,65.24
32.22,64.97
32.15,64.9
31.96,64.4
33,64.91
32.79,64.86
33.01,62.67
33.2,62.28
32.98,60.96
32.94,60.68
32.7,60.48
32.76,60.51
32.38,60.65
32.25,60.48
31.93,59.84
32.57,61.07
31.34,60
31.79,61.25
31,59.64
31.75,59.75
30.45,57.13
31.65,59.54
31.97,59.84
32.47,60.2
32.46,60.38
32.98,61.2
32.26,59.75
31.95,58.78
32.03,58.64
32.88,60.12
33.18,60.33
32.36,59.68
32.61,59.82
33.2,60.76
33.26,61.1
33.54,61.51
33.54,61.24
33.2,60.43
33.06,59.62
33.71,58.83
33.88,58.56
33.03,57.27
33.03,57.41
33.12,57.8
33.44,58.79
34.04,60.36
34.14,59.24
33.79,57.82
33.87,57.65
33.21,58.04
32.51,58.16
32.32,57.61
32.96,59.09
33.35,59.6
32.62,59.16
33.1,59.74
32.39,59.1
31.36,57.56
31.27,57.71
31.41,57.56
31.35,57.83
31.59,58.25
32.07,59.07
32.02,58.19
32.35,59.86
32.31,59.53
32.52,59.42
32.12,59.09
31.99,59.58
32.13,59.3
32.17,59.31
32.69,59.46
32.53,59.29
32.09,59.02
32.34,59.2
32.87,60.03
33.04,60.34
32.75,60.1
32.14,59.41
32.49,59.58
32.91,59.95
32.49,59.18
32.7,59.67
32.91,60.78
32.13,59.46
32.3,60.11
32.65,60.41
32.5,59.95
32.6,61.58
32.12,62.14
31.93,61.19
32.3,60.99
31.61,60.29
31.62,60.32
31.1,59.57
31.03,59.66
31.24,60.14
31.96,60.78
32.46,61.6
32.27,61.68
32.05,61.87
32.02,61.98
32.2,62.22
32.24,62.47
32.22,61.92
32.63,62.74
32.3,62.23
32.1,61.87
31.99,61.58
32.3,62.42
32.56,62.28
32.53,61.95
33.03,63.07
33.59,63.56
33.41,63.56
33.77,64.07
33.74,63.89
33.56,63.44
33.88,64.04
33.78,63.86
33.87,63.91
33.65,64.24
33.49,63.73
33.28,62.94
33.28,63.26
33.48,63.2
32.86,62.57
32.63,62.19
32.35,61.98
32.52,62.22
32.64,62.42
32.57,63.44
32.88,63.79
33.09,63.62
32.78,63.72
33.04,64.2
32.84,64.02
32.56,63.34
32.57,62.96
32.61,63.21
32.76,63.89
32.75,63.91
32.87,64.16
32.85,64.02
33.1,64.25
32.99,64.24
32.82,61.86
32.8,61.55
33.05,61.3
33.27,61.14
33.03,60.7
33.25,60.38
33.34,60.33
33.23,60.77
33.44,60.73
33.4,60.76
33.32,60.93
33.23,60.94
33.24,60.94
33.73,61.07
33.61,60.7
33.4,60.67
33.43,60.93
33.2,60.43
33.21,60.76
33.45,61.08
33.56,61.28
33.87,62.05
34.17,62.43
34.15,62.16
34.21,62.27
34.12,62.56
34.24,62.81
34.33,63.35
34.59,63.42
34.74,63.45
34.77,63.36
34.97,63.83
34.96,64.05
35.34,63.98
35.9,64.06
36,64.38
36.06,64.76
35.87,64.59
35.73,64.37
35.73,64.19
35.44,63.41
35.03,62.93
35.08,63.22
35.13,63.44
34.99,63.13
35.23,64.03
35.97,64.43
36.07,64.25
35.9,64.19
36.05,64.66
35.84,64.22
36.05,64.54
36.44,64.69
36.82,64.4
37.27,64.14
37.12,64.04
37.42,64.52
37.53,64.85
37.66,64.93
37.45,63.95
37.59,64.65
37.52,64.55
37.34,63.99
37.65,64.81
37.68,64.82
37.39,65.16
37.24,65.84
37.12,66.71
36.54,66.73
36.02,66.1
36.24,65.97
36.08,66.06
36.26,65.98
36.75,66.77
36.59,66.61
36.7,67.28
36.51,66.72
36.35,66.35
35.55,66.02
35.82,65.99
35.62,65.52
36.29,66
36.13,66.19
36.59,66.8
36.31,66.55
36.58,66.89
36.58,67.04
37.09,67.74
37.26,67.95
37.21,68.07
37.09,67.78
37,67.39
36.57,66.99
36.7,67.19
36.61,67.1
36.77,67.42
37.38,68.21
37.5,68.07
38.29,69.1
38.65,69.2
38.76,69.2
38.42,68.62
38.27,68.67
38.19,68.45
38.19,68.33
37.93,68.58
37.53,68.31
37.84,68.86
37.45,68.8
38.04,68.78
37.92,68.83
37.98,68.87
37.72,68.42
37.65,67.81
37.54,67.27
37.72,68.75
38.61,69.65
39.18,70.67
39.72,71.15
39.57,71.13
39.67,70.8
39.05,70.22
39.58,71.26
39.49,70.88
39.06,70.7
38.96,70.97
38.8,70.55
38.58,70.54
38.49,70.4
38.57,70.65
38.54,71.02
38.73,71.96
38.72,71.77
38.66,71.71
38.45,71.4
37.97,71.28
37.32,71.06
37.68,71.45
37.38,71.56
37.22,71.51
36.69,71.18
36.37,70.59
36.63,70.83
36.51,70.88
36.74,70.49
37.36,71.09
37.12,71.04
36.88,70.78
36.99,70.53
37.03,69.03
37.81,69.84
37.59,69.42
37.81,69.35
38.08,69.69
37.98,69.81
38.1,70.19
37.5,69.51
37.59,69.66
37.15,69.31
37.23,69.38
37.78,69.6
37.4,69.73
37.84,69.61
37.81,69.58
37.71,69.66
37.8,69.83
38.04,70.05
38.04,70.14
38.02,70.06
37.56,69.25
37.58,68.79
37.7,69.02
37.6,69.3
37.37,69.26
37.21,69.07
37.31,69.72
36.88,68.85
36.71,68.57
36.1,67.51
36.37,67.39
36.57,67.88
36.52,67.96
36.66,68.22
36.81,68.42
36.56,68.03
36.26,67.98
36.9,68.33
36.21,67.97
35.85,67.78
35.78,67.84
35.58,67.6
35.66,67.57
35.51,67.17
35.92,67.19
36.05,67.3
36.72,67.77
36.73,67.89
36.87,68.29
37.4,69.16
36.84,68.97
36.9,69.08
37.29,69.31
37.7,69.27
37.65,69.18
37.11,68.84
36.88,68.83
37.04,69.21
37.11,69.52
37.44,69.76
37.37,69.71
37.59,69.92
37.37,69.74
37.33,69.71
37.39,69.66
37.23,69.87
37.01,70.03
36.52,69.38
36.78,69.61
36.62,69.14
36.47,68.94
36.16,68.35
36.16,68.18
35.71,67.54
35.99,67.94
37.33,68.84
37.33,68.87
37.39,68.97
37.03,68.96
36.77,69.17
36.76,69.51
36.69,70.31
36.64,70.38
36.72,70.78
37.05,71.09
37.05,70.97
37.24,71.92
37.43,71.97
36.86,71.69
36.86,71.3
36.84,71.72
36.78,71.98
36.74,72.09
37.15,72.42
37.23,72.69
36.97,72.33
37.27,72.15
37.08,71.94
37.87,72.63
38.03,72.25
38.63,72.29
38.49,72.08
38.33,71.85
37.29,71.66
36.94,70.99
36.58,71.77
37.15,73.16
37.4,74.96
37.46,74.88
37.44,74.82
38.24,75.03
37.45,74.66
37.84,75.08
38.17,75.48
38.44,75.77
38.42,75.93
38.54,76.6
38.4,76.9
38.74,76.8
38.84,77.14
38.94,77.2
39.03,76.85
38.68,76.89
38.59,76.95
39.02,77.19
38.83,77.04
38.76,76.68
39.33,76.67
39.87,76.32
40.07,76.15
40.04,78.64
40.12,77.83
40.69,78.92
40.22,78.29
40.44,79.11
40.45,79.1
40.72,79.74
40.17,78.96
